property_id,title,description,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url,price_usd
UK0428,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4742,"Cambridge, UK",4,5,Penthouse,"Smart Home System, Backyard, Security System, Fireplace",2025-08-26,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1585859.0
UK0429,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1781,"Nottingham, UK",3,2,Single Family Home,"Security System, Central AC, Garage, Fireplace",2025-02-15,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1859929.0
UK0430,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4945,"Sheffield, UK",6,4,Penthouse,"Garage, Walk-in Closet, Backyard, Solar Panels",2024-02-13,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1795238.0
UK0431,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3044,"London, UK",2,4,Villa,"Swimming Pool, Walk-in Closet, Solar Panels, Garage, Fireplace",2024-01-31,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940,1193404.0
UK0432,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3412,"Manchester, UK",3,4,Single Family Home,"Central AC, Garage, Swimming Pool, Fireplace, Solar Panels, Smart Home System",2024-07-02,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1148388.0
UK0433,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3187,"Birmingham, UK",3,2,Townhouse,"Solar Panels, Fireplace, Smart Home System, Backyard, Garage, Swimming Pool",2025-06-19,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,935558.0
UK0434,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2402,"Leeds, UK",4,2,Townhouse,"Smart Home System, Garage, Solar Panels",2025-02-11,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,250338.0
UK0435,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3870,"Liverpool, UK",5,5,Townhouse,"Smart Home System, Swimming Pool, Garage, Walk-in Closet",2024-07-24,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1228648.0
UK0436,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3827,"Bristol, UK",3,3,Townhouse,"Security System, Fireplace, Solar Panels, Backyard, Central AC, Swimming Pool",2025-09-11,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,729138.0
UK0437,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5400,"Oxford, UK",4,5,Apartment,"Walk-in Closet, Swimming Pool, Backyard",2025-11-03,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1306538.0
UK0438,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4303,"Cambridge, UK",2,3,Townhouse,"Smart Home System, Fireplace, Walk-in Closet, Backyard, Central AC",2025-05-29,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,206834.0
UK0439,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2603,"Nottingham, UK",6,3,Apartment,"Fireplace, Walk-in Closet, Central AC",2024-11-27,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1304422.0
UK0440,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4355,"Sheffield, UK",2,3,Penthouse,"Smart Home System, Fireplace, Garage, Central AC",2024-04-27,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1693091.0
UK0441,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2687,"London, UK",4,3,Condo,"Security System, Central AC, Backyard, Garage, Swimming Pool",2024-06-22,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1007163.0
UK0442,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3159,"Manchester, UK",6,5,Villa,"Solar Panels, Garage, Smart Home System",2025-01-04,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,743365.0
UK0443,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1905,"Birmingham, UK",3,5,Condo,"Security System, Central AC, Garage, Backyard",2024-10-27,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1817922.0
UK0444,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2937,"Leeds, UK",6,4,Penthouse,"Smart Home System, Swimming Pool, Central AC",2024-07-14,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1595798.0
UK0445,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2174,"Liverpool, UK",6,5,Villa,"Backyard, Swimming Pool, Central AC, Garage, Security System, Walk-in Closet",2025-03-09,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1848419.0
UK0446,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4678,"Bristol, UK",5,2,Single Family Home,"Fireplace, Smart Home System, Backyard",2024-05-25,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1258330.0
UK0447,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3981,"Oxford, UK",2,2,Single Family Home,"Security System, Fireplace, Walk-in Closet",2024-02-11,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,546291.0
UK0448,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3752,"Cambridge, UK",4,5,Apartment,"Central AC, Fireplace, Backyard",2024-07-24,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1836330.0
UK0449,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5215,"Nottingham, UK",3,3,Townhouse,"Garage, Fireplace, Solar Panels, Smart Home System",2025-10-18,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,589113.0
UK0450,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2180,"Sheffield, UK",3,3,Apartment,"Solar Panels, Garage, Fireplace, Backyard, Security System",2024-10-01,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,396988.0
UK0451,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2278,"London, UK",4,2,Townhouse,"Walk-in Closet, Smart Home System, Garage, Solar Panels",2024-03-28,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,993626.0
UK0452,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2618,"Manchester, UK",4,3,Condo,"Fireplace, Solar Panels, Walk-in Closet, Central AC",2025-10-14,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,411144.0
UK0453,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4835,"Birmingham, UK",6,2,Villa,"Security System, Walk-in Closet, Garage, Swimming Pool",2025-01-06,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,311207.0
UK0454,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1288,"Leeds, UK",3,5,Villa,"Swimming Pool, Walk-in Closet, Garage, Smart Home System",2025-04-12,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1416799.0
UK0455,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,996,"Liverpool, UK",5,3,Single Family Home,"Fireplace, Security System, Swimming Pool, Walk-in Closet, Smart Home System",2025-03-28,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,869235.0
UK0456,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4963,"Bristol, UK",5,4,Penthouse,"Smart Home System, Security System, Garage, Backyard",2024-08-08,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,674141.0
UK0457,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3486,"Oxford, UK",3,4,Penthouse,"Security System, Walk-in Closet, Central AC, Swimming Pool",2025-01-23,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,734959.0
UK0458,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1422,"Cambridge, UK",6,4,Villa,"Garage, Solar Panels, Security System, Smart Home System",2025-02-05,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1640608.0
UK0459,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4251,"Nottingham, UK",3,3,Single Family Home,"Garage, Walk-in Closet, Smart Home System",2025-11-20,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,328622.0
UK0460,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2904,"Sheffield, UK",6,5,Single Family Home,"Central AC, Swimming Pool, Fireplace, Garage",2025-07-19,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1610480.0
UK0461,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5490,"London, UK",6,2,Apartment,"Solar Panels, Fireplace, Smart Home System, Backyard",2024-11-13,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,181382.0
UK0462,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3990,"Manchester, UK",5,3,Apartment,"Security System, Swimming Pool, Garage, Smart Home System",2024-07-25,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1241621.0
UK0463,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4375,"Birmingham, UK",2,2,Townhouse,"Backyard, Security System, Solar Panels, Swimming Pool, Central AC",2025-09-07,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1490201.0
UK0464,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3857,"Leeds, UK",5,3,Penthouse,"Smart Home System, Fireplace, Swimming Pool, Garage",2025-03-12,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1574388.0
UK0465,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2420,"Liverpool, UK",3,3,Penthouse,"Smart Home System, Walk-in Closet, Backyard, Fireplace, Central AC",2024-08-14,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,740041.0
UK0466,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2961,"Bristol, UK",6,3,Penthouse,"Swimming Pool, Backyard, Smart Home System, Solar Panels, Garage",2024-02-28,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1336464.0
UK0467,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5017,"Oxford, UK",6,3,Penthouse,"Walk-in Closet, Central AC, Garage, Swimming Pool, Security System, Smart Home System",2024-03-23,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,206083.0
UK0468,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3248,"Cambridge, UK",2,2,Apartment,"Garage, Security System, Backyard",2024-11-25,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1043895.0
UK0469,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4320,"Nottingham, UK",4,2,Townhouse,"Security System, Central AC, Garage, Backyard, Smart Home System, Solar Panels",2024-06-14,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1396373.0
UK0470,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3091,"Sheffield, UK",2,2,Villa,"Fireplace, Smart Home System, Walk-in Closet",2025-02-24,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1759228.0
UK0471,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3787,"London, UK",6,3,Condo,"Garage, Central AC, Solar Panels, Walk-in Closet, Smart Home System",2025-10-29,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,481291.0
UK0472,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1566,"Manchester, UK",6,4,Penthouse,"Garage, Security System, Fireplace, Walk-in Closet",2024-07-20,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1694063.0
UK0473,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2003,"Birmingham, UK",5,4,Condo,"Smart Home System, Central AC, Security System, Fireplace, Swimming Pool",2024-12-10,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1861682.0
UK0474,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5496,"Leeds, UK",3,2,Apartment,"Central AC, Swimming Pool, Backyard, Smart Home System, Fireplace, Walk-in Closet",2024-12-30,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,612347.0
UK0475,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1830,"Liverpool, UK",5,3,Condo,"Backyard, Garage, Fireplace",2025-08-05,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1063594.0
UK0476,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5272,"Bristol, UK",4,2,Townhouse,"Security System, Swimming Pool, Fireplace, Central AC",2025-11-28,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1367025.0
UK0477,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2023,"Oxford, UK",5,3,Villa,"Fireplace, Solar Panels, Smart Home System",2025-06-13,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1326920.0
UK0478,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4376,"Cambridge, UK",6,4,Townhouse,"Garage, Smart Home System, Central AC, Solar Panels, Backyard, Fireplace",2025-01-22,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1891972.0
UK0479,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4406,"Nottingham, UK",6,4,Single Family Home,"Central AC, Security System, Smart Home System, Swimming Pool, Garage, Solar Panels",2025-10-17,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,742585.0
UK0480,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1361,"Sheffield, UK",2,2,Apartment,"Swimming Pool, Backyard, Security System, Central AC",2025-02-20,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,781028.0
UK0481,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2144,"London, UK",3,5,Penthouse,"Security System, Solar Panels, Fireplace, Central AC, Smart Home System, Walk-in Closet",2025-10-08,https://images.pexels.com/photos/18435276/pexels-photo-18435276.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,454414.0
UK0482,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3555,"Manchester, UK",2,5,Townhouse,"Security System, Solar Panels, Walk-in Closet, Backyard, Central AC, Swimming Pool",2024-11-03,https://images.pexels.com/photos/17174768/pexels-photo-17174768.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1068345.0
UK0483,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1742,"Birmingham, UK",6,5,Villa,"Swimming Pool, Backyard, Walk-in Closet, Security System, Fireplace",2025-01-08,https://images.pexels.com/photos/17174766/pexels-photo-17174766.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,940747.0
UK0484,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2503,"Leeds, UK",4,4,Apartment,"Solar Panels, Garage, Central AC, Fireplace, Security System, Swimming Pool",2024-05-22,https://images.pexels.com/photos/17174767/pexels-photo-17174767.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1547247.0
UK0485,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1155,"Liverpool, UK",3,5,Penthouse,"Garage, Fireplace, Backyard",2025-07-01,https://images.pexels.com/photos/7031408/pexels-photo-7031408.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,558090.0
UK0486,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5240,"Bristol, UK",4,5,Villa,"Backyard, Smart Home System, Central AC, Walk-in Closet, Solar Panels, Fireplace",2024-04-18,https://images.pexels.com/photos/1115804/pexels-photo-1115804.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1518032.0
UK0487,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1798,"Oxford, UK",5,2,Townhouse,"Solar Panels, Swimming Pool, Backyard, Walk-in Closet, Central AC",2024-01-06,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1213249.0
UK0488,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5063,"Cambridge, UK",3,4,Single Family Home,"Garage, Solar Panels, Central AC",2024-09-28,https://images.pexels.com/photos/1974596/pexels-photo-1974596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,396326.0
UK0489,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2871,"Nottingham, UK",2,3,Villa,"Backyard, Security System, Solar Panels, Fireplace",2025-01-01,https://images.pexels.com/photos/26812639/pexels-photo-26812639.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,203133.0
UK0490,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5270,"Sheffield, UK",6,3,Villa,"Swimming Pool, Backyard, Walk-in Closet, Central AC, Garage",2024-12-23,https://images.pexels.com/photos/36006588/pexels-photo-36006588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1614966.0
UK0491,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3631,"London, UK",2,2,Penthouse,"Solar Panels, Walk-in Closet, Central AC",2024-08-08,https://images.pexels.com/photos/7031604/pexels-photo-7031604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1601791.0
UK0492,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4784,"Manchester, UK",4,2,Penthouse,"Fireplace, Security System, Garage, Solar Panels, Central AC, Backyard",2024-09-26,https://images.pexels.com/photos/8963083/pexels-photo-8963083.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1697682.0
UK0493,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4802,"Birmingham, UK",5,3,Condo,"Garage, Backyard, Security System",2024-04-04,https://images.pexels.com/photos/2079234/pexels-photo-2079234.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,737929.0
UK0494,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1598,"Leeds, UK",2,3,Single Family Home,"Swimming Pool, Backyard, Walk-in Closet, Garage",2024-12-09,https://images.pexels.com/photos/3665354/pexels-photo-3665354.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1696242.0
UK0495,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2602,"Liverpool, UK",4,4,Townhouse,"Security System, Smart Home System, Central AC",2024-04-24,https://images.pexels.com/photos/8134846/pexels-photo-8134846.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,109290.0
UK0496,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4822,"Bristol, UK",2,5,Apartment,"Solar Panels, Security System, Fireplace",2025-09-17,https://images.pexels.com/photos/3016321/pexels-photo-3016321.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,638070.0
UK0497,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1933,"Oxford, UK",3,3,Condo,"Fireplace, Swimming Pool, Backyard, Solar Panels, Garage",2025-10-11,https://images.pexels.com/photos/206172/pexels-photo-206172.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,351110.0
UK0498,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1584,"Cambridge, UK",4,5,Apartment,"Smart Home System, Solar Panels, Garage, Walk-in Closet",2025-06-04,https://images.pexels.com/photos/7031595/pexels-photo-7031595.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1058679.0
UK0499,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3038,"Nottingham, UK",5,3,Villa,"Garage, Backyard, Solar Panels, Central AC",2025-10-26,https://images.pexels.com/photos/5563473/pexels-photo-5563473.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,927919.0
UK0500,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1319,"Sheffield, UK",6,3,Townhouse,"Fireplace, Garage, Swimming Pool, Smart Home System",2024-04-08,https://images.pexels.com/photos/1022936/pexels-photo-1022936.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,936268.0
UK0501,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2787,"London, UK",3,2,Apartment,"Security System, Solar Panels, Backyard",2025-08-12,https://images.pexels.com/photos/280229/pexels-photo-280229.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,428733.0
UK0502,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1327,"Manchester, UK",3,2,Penthouse,"Fireplace, Swimming Pool, Walk-in Closet",2024-12-20,https://images.pexels.com/photos/7031405/pexels-photo-7031405.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,643961.0
UK0503,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4249,"Birmingham, UK",2,5,Condo,"Garage, Smart Home System, Fireplace, Backyard, Swimming Pool, Solar Panels",2025-09-29,https://images.pexels.com/photos/15827510/pexels-photo-15827510.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1550505.0
UK0504,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1950,"Leeds, UK",3,5,Apartment,"Walk-in Closet, Garage, Swimming Pool, Security System, Solar Panels, Smart Home System",2025-03-12,https://images.pexels.com/photos/2972969/pexels-photo-2972969.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,693455.0
UK0505,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3153,"Liverpool, UK",5,5,Villa,"Solar Panels, Garage, Walk-in Closet, Security System",2025-11-03,https://images.pexels.com/photos/5252546/pexels-photo-5252546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,587166.0
UK0506,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5374,"Bristol, UK",4,2,Apartment,"Security System, Smart Home System, Garage",2024-03-15,https://images.pexels.com/photos/5644339/pexels-photo-5644339.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,808274.0
UK0507,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3663,"Oxford, UK",2,2,Townhouse,"Backyard, Walk-in Closet, Smart Home System, Garage",2024-12-24,https://images.pexels.com/photos/323781/pexels-photo-323781.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,126693.0
UK0508,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4780,"Cambridge, UK",5,3,Condo,"Swimming Pool, Garage, Security System, Walk-in Closet, Central AC, Backyard",2025-11-02,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,761190.0
UK0509,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2335,"Nottingham, UK",5,3,Single Family Home,"Security System, Fireplace, Backyard",2024-03-18,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,696974.0
UK0510,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2317,"Sheffield, UK",6,2,Single Family Home,"Garage, Walk-in Closet, Backyard, Smart Home System",2025-10-31,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1658935.0
UK0511,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4365,"London, UK",5,5,Single Family Home,"Walk-in Closet, Backyard, Solar Panels, Fireplace",2025-08-19,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940,1528015.0
UK0512,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4889,"Manchester, UK",3,5,Single Family Home,"Fireplace, Garage, Security System, Central AC, Walk-in Closet",2025-06-08,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,596901.0
UK0513,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4784,"Birmingham, UK",5,3,Single Family Home,"Smart Home System, Central AC, Solar Panels, Fireplace, Security System",2024-02-18,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1168706.0
